,city,trips_in_first_30_days,signup_date,last_trip_date,weekday_pct,avg_dist,months_with_company
5321,King's Landing,2,2014-01-17,2014-06-12,25.0,3.16,4
5322,Winterfell,1,2014-01-06,2014-02-21,100.0,2.68,1
5323,King's Landing,0,2014-01-19,2014-06-29,52.4,3.88,5
5324,Astapor,2,2014-01-25,2014-06-29,66.7,5.08,5
5325,Winterfell,1,2014-01-20,2014-06-24,100.0,7.73,5
5326,Astapor,7,2014-01-06,2014-06-27,89.7,3.43,5
5327,Winterfell,1,2014-01-03,2014-01-04,100.0,1.72,0
5328,Astapor,1,2014-01-15,2014-01-16,100.0,2.75,0
5329,Astapor,0,2014-01-08,2014-06-22,0.0,4.29,5
5330,Winterfell,1,2014-01-18,2014-05-19,40.0,5.17,3
5331,Winterfell,4,2014-01-17,2014-03-24,50.0,4.19,2
5332,King's Landing,2,2014-01-11,2014-06-15,40.0,11.37,5
5333,Winterfell,1,2014-01-20,2014-02-09,0.0,7.29,0
5334,Astapor,0,2014-01-07,2014-05-17,100.0,3.94,4
5335,Astapor,0,2014-01-30,2014-03-14,100.0,1.99,1
5336,Astapor,0,2014-01-19,2014-04-03,100.0,8.18,2
5337,Winterfell,5,2014-01-18,2014-03-09,33.3,2.15,1
5338,Astapor,1,2014-01-13,2014-01-13,100.0,8.56,0
5339,Winterfell,0,2014-01-16,2014-04-29,75.0,5.73,3
5340,King's Landing,4,2014-01-28,2014-02-07,100.0,3.47,0
5341,Astapor,1,2014-01-31,2014-02-01,100.0,7.1,0
5342,Astapor,0,2014-01-25,2014-06-21,100.0,2.95,4
5343,Winterfell,5,2014-01-03,2014-06-29,52.0,5.25,5
5344,Winterfell,2,2014-01-31,2014-06-17,100.0,9.2,4
5345,Astapor,0,2014-01-15,2014-04-12,33.3,9.9,2
5346,Astapor,4,2014-01-18,2014-06-21,33.3,10.88,5
5347,King's Landing,0,2014-01-25,2014-06-17,55.6,2.87,4
5348,Astapor,1,2014-01-16,2014-01-17,100.0,6.42,0
5349,Winterfell,1,2014-01-18,2014-01-18,0.0,9.59,0
5350,Astapor,0,2014-01-24,2014-03-08,100.0,6.24,1
5351,Astapor,4,2014-01-06,2014-06-23,71.1,4.08,5
5352,Winterfell,4,2014-01-21,2014-02-14,100.0,4.67,0
5353,Astapor,3,2014-01-03,2014-01-20,0.0,1.82,0
5354,Astapor,1,2014-01-26,2014-01-27,0.0,5.45,0
5355,Winterfell,1,2014-01-10,2014-01-11,100.0,0.69,0
5356,Winterfell,2,2014-01-30,2014-02-23,0.0,5.04,0
5357,Astapor,1,2014-01-18,2014-05-20,57.1,2.89,4
5358,Winterfell,1,2014-01-18,2014-01-19,0.0,11.32,0
5359,Astapor,1,2014-01-04,2014-01-05,0.0,1.63,0
5360,Astapor,1,2014-01-27,2014-01-28,100.0,0.08,0
5361,Winterfell,1,2014-01-11,2014-02-21,50.0,18.09,1
5362,Astapor,0,2014-01-01,2014-04-08,100.0,3.33,3
5363,Winterfell,12,2014-01-08,2014-07-01,63.9,5.75,5
5364,King's Landing,2,2014-01-31,2014-06-29,0.0,4.13,4
5365,Astapor,8,2014-01-13,2014-04-04,100.0,3.03,2
5366,King's Landing,3,2014-01-06,2014-01-21,66.7,1.25,0
5367,Winterfell,4,2014-01-27,2014-01-31,100.0,1.53,0
5368,King's Landing,1,2014-01-05,2014-06-23,0.0,18.4,5
5369,King's Landing,6,2014-01-05,2014-01-09,100.0,4.03,0
5370,Astapor,3,2014-01-24,2014-06-30,51.2,5.05,5
5371,King's Landing,0,2014-01-28,2014-06-18,64.7,4.47,4
5372,Winterfell,3,2014-01-19,2014-06-28,30.0,2.96,5
5373,Winterfell,1,2014-01-17,2014-01-17,100.0,4.12,0
5374,King's Landing,4,2014-01-28,2014-06-22,44.4,5.06,4
5375,Winterfell,6,2014-01-14,2014-05-21,100.0,3.58,4
5376,Astapor,0,2014-01-19,2014-06-05,100.0,4.97,4
5377,Astapor,10,2014-01-03,2014-06-29,43.6,2.69,5
5378,Astapor,0,2014-01-26,2014-04-04,100.0,2.44,2
5379,Winterfell,0,2014-01-11,2014-04-19,33.3,1.95,3
5380,Astapor,0,2014-01-31,2014-06-29,0.0,7.93,4
5381,Winterfell,0,2014-01-16,2014-05-31,33.3,8.11,4
5382,Winterfell,0,2014-01-25,2014-05-12,100.0,13.88,3
5383,King's Landing,5,2014-01-22,2014-06-29,38.9,3.63,5
5384,King's Landing,0,2014-01-01,2014-05-04,0.0,1.84,4
5385,King's Landing,0,2014-01-25,2014-06-27,100.0,1.55,5
5386,King's Landing,4,2014-01-10,2014-06-05,70.0,3.44,4
5387,King's Landing,1,2014-01-22,2014-01-24,100.0,1.3,0
5388,King's Landing,5,2014-01-03,2014-06-28,66.7,4.76,5
5389,Astapor,4,2014-01-03,2014-06-28,61.8,3.76,5
5390,Winterfell,1,2014-01-18,2014-05-24,33.3,7.39,4
5391,Astapor,0,2014-01-07,2014-02-25,100.0,3.98,1
5392,Astapor,2,2014-01-24,2014-05-30,100.0,3.35,4
5393,Astapor,0,2014-01-06,2014-05-21,100.0,22.71,4
5394,Astapor,2,2014-01-01,2014-05-26,0.0,1.5,4
5395,King's Landing,2,2014-01-29,2014-05-03,38.5,3.59,3
5396,Astapor,4,2014-01-30,2014-02-07,75.0,3.24,0
5397,Winterfell,3,2014-01-19,2014-01-26,0.0,4.78,0
5398,Winterfell,1,2014-01-06,2014-06-09,100.0,7.38,5
5399,Winterfell,1,2014-01-10,2014-06-08,14.3,3.25,4
5400,Winterfell,2,2014-01-05,2014-06-13,40.0,1.11,5
5401,Winterfell,1,2014-01-24,2014-01-24,100.0,18.28,0
5402,Astapor,1,2014-01-10,2014-01-12,0.0,5.38,0
5403,King's Landing,11,2014-01-30,2014-07-01,65.5,3.71,4
5404,Winterfell,0,2014-01-07,2014-05-06,75.0,19.06,3
5405,Winterfell,2,2014-01-09,2014-01-10,100.0,3.01,0
5406,Astapor,1,2014-01-24,2014-04-05,100.0,8.24,2
5407,Winterfell,0,2014-01-09,2014-06-27,100.0,4.91,5
5408,Winterfell,2,2014-01-25,2014-01-26,0.0,9.1,0
5409,King's Landing,0,2014-01-24,2014-06-08,0.0,2.98,4
5410,King's Landing,2,2014-01-01,2014-06-14,100.0,4.0,5
5411,Winterfell,8,2014-01-17,2014-03-08,100.0,1.76,1
5412,King's Landing,3,2014-01-28,2014-06-12,66.7,1.87,4
5413,King's Landing,3,2014-01-30,2014-01-31,100.0,4.35,0
5414,Winterfell,0,2014-01-08,2014-05-10,0.0,16.78,4
5415,Winterfell,2,2014-01-31,2014-06-21,25.0,6.22,4
5416,Winterfell,0,2014-01-08,2014-06-03,100.0,6.58,4
5417,King's Landing,0,2014-01-07,2014-06-23,50.0,4.07,5
5418,Winterfell,0,2014-01-31,2014-05-07,100.0,18.72,3
5419,Winterfell,0,2014-01-03,2014-05-23,100.0,3.0,4
5420,Winterfell,12,2014-01-08,2014-05-28,86.7,3.59,4
5421,King's Landing,1,2014-01-16,2014-06-27,89.7,22.41,5
5422,Winterfell,0,2014-01-04,2014-06-15,0.0,14.47,5
5423,Astapor,1,2014-01-29,2014-01-30,100.0,3.65,0
5424,Winterfell,0,2014-01-06,2014-05-21,75.0,3.86,4
5425,Winterfell,5,2014-01-25,2014-06-22,50.0,5.64,4
5426,Winterfell,5,2014-01-17,2014-06-28,81.8,2.98,5
5427,King's Landing,6,2014-01-24,2014-06-10,94.4,1.7,4
5428,Winterfell,1,2014-01-24,2014-01-28,100.0,1.67,0
5429,Winterfell,1,2014-01-26,2014-01-26,0.0,9.75,0
5430,King's Landing,1,2014-01-19,2014-06-10,35.7,3.95,4
5431,Astapor,1,2014-01-01,2014-06-15,25.0,5.49,5
5432,Winterfell,5,2014-01-31,2014-06-20,100.0,4.46,4
5433,Winterfell,1,2014-01-25,2014-01-26,0.0,3.07,0
5434,Winterfell,9,2014-01-07,2014-06-21,26.1,4.0,5
5435,King's Landing,0,2014-01-01,2014-06-29,0.0,9.62,5
5436,Astapor,0,2014-01-15,2014-06-14,66.7,3.74,4
5437,Astapor,0,2014-01-24,2014-05-22,100.0,14.08,3
5438,Winterfell,1,2014-01-02,2014-05-30,64.3,3.97,4
5439,King's Landing,20,2014-01-31,2014-06-27,56.6,2.08,4
5440,Winterfell,2,2014-01-18,2014-06-13,38.5,1.74,4
5441,Winterfell,0,2014-01-04,2014-02-27,100.0,29.87,1
5442,King's Landing,2,2014-01-23,2014-06-23,37.5,1.79,4
5443,Astapor,1,2014-01-24,2014-01-25,100.0,1.76,0
5444,Winterfell,0,2014-01-20,2014-03-20,100.0,14.0,1
5445,Astapor,0,2014-01-23,2014-06-30,73.1,2.18,5
5446,King's Landing,1,2014-01-06,2014-01-07,100.0,2.87,0
5447,Winterfell,11,2014-01-11,2014-06-28,79.4,0.84,5
5448,Astapor,2,2014-01-20,2014-05-19,54.5,3.1,3
5449,Astapor,0,2014-01-12,2014-05-18,33.3,2.19,4
5450,King's Landing,2,2014-01-11,2014-01-12,0.0,3.34,0
5451,King's Landing,0,2014-01-29,2014-03-01,100.0,1.78,1
5452,King's Landing,2,2014-01-20,2014-01-22,100.0,9.24,0
5453,King's Landing,0,2014-01-14,2014-03-26,100.0,15.76,2
5454,Winterfell,4,2014-01-31,2014-06-26,51.9,5.38,4
5455,Astapor,4,2014-01-14,2014-06-14,66.7,1.76,4
5456,Astapor,4,2014-01-31,2014-07-01,53.6,6.15,4
5457,Astapor,1,2014-01-26,2014-01-31,100.0,4.18,0
5458,Astapor,1,2014-01-07,2014-01-07,100.0,14.84,0
5459,Astapor,0,2014-01-11,2014-06-27,81.8,2.22,5
5460,Winterfell,0,2014-01-11,2014-06-20,100.0,0.71,5
5461,King's Landing,2,2014-01-22,2014-06-09,100.0,6.11,4
5462,Winterfell,1,2014-01-22,2014-02-02,0.0,6.13,0
5463,Winterfell,2,2014-01-25,2014-05-04,0.0,3.03,3
5464,Winterfell,2,2014-01-19,2014-02-08,50.0,26.58,0
5465,Winterfell,2,2014-01-26,2014-06-02,0.0,8.24,4
5466,Winterfell,5,2014-01-04,2014-02-25,100.0,1.75,1
5467,Astapor,2,2014-01-28,2014-02-15,50.0,11.24,0
5468,Winterfell,10,2014-01-21,2014-06-20,75.0,4.95,4
5469,Winterfell,1,2014-01-11,2014-03-18,83.3,4.3,2
5470,Astapor,1,2014-01-14,2014-01-14,100.0,0.25,0
5471,Astapor,2,2014-01-25,2014-06-29,75.0,2.47,5
5472,King's Landing,2,2014-01-05,2014-06-26,79.5,12.4,5
5473,Astapor,1,2014-01-11,2014-01-11,0.0,3.19,0
5474,Winterfell,0,2014-01-12,2014-03-21,100.0,17.1,2
5475,Winterfell,1,2014-01-15,2014-01-19,0.0,2.76,0
5476,Winterfell,1,2014-01-24,2014-01-25,100.0,9.31,0
5477,Astapor,1,2014-01-06,2014-01-06,100.0,25.31,0
5478,Winterfell,1,2014-01-31,2014-05-11,33.3,23.35,3
5479,King's Landing,0,2014-01-02,2014-05-23,100.0,27.94,4
5480,Winterfell,1,2014-01-26,2014-04-21,0.0,40.16,2
5481,Winterfell,1,2014-01-18,2014-03-15,50.0,3.11,1
5482,Winterfell,0,2014-01-26,2014-03-07,100.0,11.48,1
5483,King's Landing,1,2014-01-13,2014-05-26,83.3,4.26,4
5484,King's Landing,0,2014-01-21,2014-06-06,100.0,14.38,4
5485,Winterfell,3,2014-01-10,2014-06-29,50.9,4.47,5
5486,Winterfell,1,2014-01-20,2014-01-25,100.0,13.85,0
5487,Astapor,1,2014-01-13,2014-04-30,100.0,3.78,3
5488,Winterfell,0,2014-01-27,2014-05-27,100.0,16.9,3
5489,Winterfell,1,2014-01-25,2014-01-25,0.0,2.78,0
5490,Astapor,4,2014-01-26,2014-05-31,50.0,4.02,4
5491,Winterfell,2,2014-01-18,2014-02-14,50.0,2.6,0
5492,King's Landing,0,2014-01-31,2014-06-16,0.0,3.98,4
5493,Astapor,2,2014-01-31,2014-05-04,50.0,1.56,3
5494,Winterfell,2,2014-01-29,2014-02-25,100.0,14.37,0
5495,Winterfell,3,2014-01-24,2014-06-21,57.1,1.99,4
5496,Winterfell,0,2014-01-15,2014-03-28,100.0,18.97,2
5497,Winterfell,0,2014-01-23,2014-03-16,25.0,1.58,1
5498,Winterfell,3,2014-01-10,2014-05-17,55.0,1.22,4
5499,Astapor,5,2014-01-23,2014-06-18,77.8,3.92,4
5500,Astapor,0,2014-01-22,2014-05-19,0.0,11.07,3
5501,King's Landing,4,2014-01-19,2014-05-29,71.4,3.74,4
5502,Winterfell,4,2014-01-01,2014-01-04,75.0,1.81,0
5503,King's Landing,2,2014-01-20,2014-01-30,100.0,3.12,0
5504,Winterfell,0,2014-01-13,2014-04-13,0.0,3.59,2
5505,Astapor,0,2014-01-05,2014-05-31,60.0,4.23,4
5506,King's Landing,2,2014-01-25,2014-06-27,63.2,3.84,5
5507,Astapor,1,2014-01-10,2014-01-11,100.0,2.45,0
5508,Winterfell,1,2014-01-10,2014-01-11,100.0,10.66,0
5509,King's Landing,0,2014-01-25,2014-06-21,50.0,1.98,4
5510,King's Landing,1,2014-01-08,2014-06-24,100.0,7.29,5
5511,Astapor,1,2014-01-07,2014-01-20,100.0,1.82,0
5512,Winterfell,4,2014-01-17,2014-01-20,25.0,3.1,0
5513,Winterfell,0,2014-01-03,2014-05-11,14.3,2.5,4
5514,Astapor,0,2014-01-30,2014-04-19,100.0,1.08,2
5515,Winterfell,2,2014-01-06,2014-06-29,60.0,2.11,5
5516,Astapor,1,2014-01-27,2014-01-27,100.0,12.74,0
5517,Winterfell,4,2014-01-27,2014-06-18,66.7,2.19,4
5518,Winterfell,1,2014-01-28,2014-01-29,100.0,4.92,0
5519,King's Landing,3,2014-01-24,2014-06-27,66.7,2.22,5
5520,Winterfell,1,2014-01-10,2014-01-13,100.0,0.82,0
5521,King's Landing,0,2014-01-19,2014-02-22,100.0,24.99,1
5522,Astapor,0,2014-01-15,2014-03-08,100.0,3.35,1
5523,Winterfell,2,2014-01-19,2014-02-01,50.0,8.12,0
5524,Winterfell,2,2014-01-04,2014-06-06,100.0,1.19,5
5525,King's Landing,1,2014-01-10,2014-06-07,0.0,8.8,4
5526,Winterfell,0,2014-01-10,2014-05-15,100.0,8.97,4
5527,Winterfell,1,2014-01-04,2014-06-04,71.4,5.72,4
5528,King's Landing,0,2014-01-10,2014-06-29,0.0,2.01,5
5529,Winterfell,0,2014-01-25,2014-06-29,0.0,2.76,5
5530,Winterfell,0,2014-01-06,2014-04-30,100.0,0.95,3
5531,Winterfell,1,2014-01-08,2014-01-08,100.0,1.74,0
5532,Winterfell,0,2014-01-26,2014-04-19,0.0,15.04,2
5533,Winterfell,5,2014-01-03,2014-05-26,53.8,2.79,4
5534,Astapor,1,2014-01-16,2014-05-07,100.0,2.83,3
5535,Winterfell,3,2014-01-19,2014-06-28,50.0,3.36,5
5536,Astapor,2,2014-01-10,2014-06-28,57.9,3.25,5
5537,Winterfell,0,2014-01-18,2014-06-12,100.0,3.82,4
5538,King's Landing,0,2014-01-22,2014-06-20,100.0,4.08,4
5539,Winterfell,1,2014-01-20,2014-01-21,100.0,2.55,0
5540,Astapor,2,2014-01-16,2014-01-31,100.0,2.14,0
5541,King's Landing,3,2014-01-17,2014-06-27,71.4,3.88,5
5542,Winterfell,2,2014-01-24,2014-06-22,80.0,1.76,4
5543,Winterfell,1,2014-01-30,2014-06-08,0.0,3.12,4
5544,Winterfell,0,2014-01-01,2014-06-17,75.0,2.27,5
5545,Winterfell,0,2014-01-12,2014-05-22,100.0,22.3,4
5546,Winterfell,5,2014-01-11,2014-06-23,75.0,2.78,5
5547,Astapor,0,2014-01-19,2014-06-07,50.0,5.72,4
5548,Astapor,1,2014-01-28,2014-01-29,100.0,1.86,0
5549,Winterfell,1,2014-01-16,2014-01-17,100.0,20.65,0
5550,Winterfell,2,2014-01-25,2014-06-28,55.6,3.3,5
5551,Astapor,3,2014-01-29,2014-03-27,100.0,6.32,1
5552,Winterfell,3,2014-01-05,2014-06-22,41.7,4.29,5
5553,King's Landing,1,2014-01-20,2014-06-18,60.0,2.26,4
5554,Astapor,2,2014-01-17,2014-01-19,0.0,2.44,0
5555,Winterfell,2,2014-01-21,2014-01-26,0.0,0.76,0
5556,Winterfell,8,2014-01-13,2014-06-30,46.7,5.93,5
5557,Winterfell,1,2014-01-16,2014-01-16,100.0,3.68,0
5558,Winterfell,4,2014-01-05,2014-01-29,50.0,4.15,0
5559,Winterfell,1,2014-01-10,2014-01-10,100.0,5.89,0
5560,Winterfell,1,2014-01-19,2014-01-20,0.0,12.2,0
5561,King's Landing,6,2014-01-17,2014-06-03,83.9,4.27,4
5562,King's Landing,0,2014-01-28,2014-07-01,42.9,2.11,5
5563,Astapor,1,2014-01-06,2014-05-02,64.3,3.85,3
5564,Astapor,1,2014-01-25,2014-05-25,16.7,4.51,3
5565,King's Landing,9,2014-01-10,2014-02-01,88.9,2.78,0
5566,Astapor,0,2014-01-25,2014-03-31,100.0,3.48,2
5567,Winterfell,4,2014-01-23,2014-06-04,83.3,4.38,4
5568,Winterfell,6,2014-01-01,2014-06-22,50.0,2.13,5
5569,Winterfell,0,2014-01-08,2014-05-04,75.0,4.6,3
5570,Winterfell,0,2014-01-25,2014-06-13,40.0,4.58,4
5571,Astapor,0,2014-01-01,2014-03-30,50.0,1.31,2
5572,Winterfell,0,2014-01-07,2014-04-20,0.0,1.78,3
5573,Winterfell,0,2014-01-24,2014-06-15,66.7,10.83,4
5574,King's Landing,1,2014-01-31,2014-05-29,100.0,4.5,3
5575,Winterfell,1,2014-01-07,2014-01-08,100.0,3.54,0
5576,Winterfell,3,2014-01-02,2014-06-27,48.1,2.56,5
5577,Winterfell,6,2014-01-21,2014-04-12,72.7,3.53,2
5578,Winterfell,1,2014-01-31,2014-02-03,100.0,23.28,0
5579,Winterfell,1,2014-01-30,2014-06-01,42.9,3.43,4
5580,King's Landing,0,2014-01-16,2014-05-03,0.0,3.24,3
5581,Astapor,0,2014-01-05,2014-02-23,0.0,2.01,1
5582,Winterfell,1,2014-01-01,2014-01-01,100.0,2.42,0
5583,Winterfell,1,2014-01-11,2014-01-12,0.0,1.33,0
5584,Winterfell,1,2014-01-03,2014-01-03,100.0,5.46,0
5585,Winterfell,3,2014-01-17,2014-01-18,100.0,1.33,0
5586,Astapor,1,2014-01-17,2014-01-18,100.0,2.14,0
5587,Astapor,0,2014-01-27,2014-06-28,0.0,5.91,4
5588,Winterfell,2,2014-01-10,2014-02-01,100.0,0.83,0
5589,King's Landing,5,2014-01-13,2014-06-28,60.0,2.72,5
5590,Winterfell,3,2014-01-25,2014-02-15,66.7,3.28,0
5591,Astapor,1,2014-01-18,2014-01-19,0.0,8.85,0
5592,Astapor,0,2014-01-21,2014-03-15,0.0,0.98,1
5593,Winterfell,2,2014-01-25,2014-06-28,44.0,5.33,5
5594,Astapor,2,2014-01-20,2014-01-21,100.0,14.98,0
5595,Winterfell,1,2014-01-08,2014-06-13,66.7,3.75,5
5596,Astapor,0,2014-01-24,2014-05-08,100.0,4.21,3
5597,Astapor,1,2014-01-02,2014-01-04,0.0,9.0,0
5598,Astapor,1,2014-01-07,2014-04-13,66.7,3.18,3
5599,Winterfell,1,2014-01-10,2014-01-11,0.0,9.16,0
5600,Winterfell,4,2014-01-17,2014-03-22,80.0,1.36,2
5601,King's Landing,3,2014-01-10,2014-06-29,16.7,2.89,5
5602,Winterfell,4,2014-01-29,2014-06-07,50.0,1.88,4
5603,King's Landing,4,2014-01-11,2014-06-08,23.5,2.75,4
5604,King's Landing,2,2014-01-19,2014-01-19,0.0,7.55,0
5605,King's Landing,1,2014-01-20,2014-06-08,0.0,1.8,4
5606,Winterfell,4,2014-01-23,2014-02-07,100.0,7.0,0
5607,Winterfell,7,2014-01-16,2014-01-23,100.0,6.77,0
5608,Winterfell,1,2014-01-04,2014-01-06,0.0,4.59,0
5609,Winterfell,4,2014-01-08,2014-06-14,25.0,3.07,5
5610,Astapor,1,2014-01-31,2014-02-01,100.0,3.11,0
5611,King's Landing,0,2014-01-04,2014-05-29,100.0,0.9,4
5612,Winterfell,4,2014-01-05,2014-07-01,66.7,2.9,5
5613,Winterfell,4,2014-01-08,2014-04-30,66.7,13.13,3
5614,Winterfell,3,2014-01-19,2014-06-22,22.2,1.98,5
5615,Winterfell,5,2014-01-16,2014-06-21,43.8,3.6,5
5616,Astapor,1,2014-01-16,2014-01-17,100.0,1.09,0
5617,Winterfell,0,2014-01-10,2014-04-24,100.0,2.92,3
5618,Winterfell,1,2014-01-25,2014-05-25,33.3,7.41,3
5619,Winterfell,2,2014-01-18,2014-01-19,0.0,6.86,0
5620,Winterfell,1,2014-01-25,2014-01-26,0.0,14.18,0
5621,Winterfell,1,2014-01-04,2014-01-04,0.0,17.09,0
5622,Winterfell,1,2014-01-25,2014-01-26,0.0,3.95,0
5623,Winterfell,23,2014-01-14,2014-06-25,77.5,2.79,5
5624,Astapor,0,2014-01-26,2014-06-03,25.0,3.3,4
5625,Winterfell,1,2014-01-04,2014-04-16,50.0,9.16,3
5626,King's Landing,4,2014-01-01,2014-06-30,63.6,3.32,5
5627,Winterfell,0,2014-01-18,2014-03-29,0.0,4.14,2
5628,Astapor,6,2014-01-09,2014-06-27,45.0,2.97,5
5629,Astapor,1,2014-01-30,2014-06-11,100.0,31.18,4
5630,Winterfell,5,2014-01-25,2014-03-15,33.3,1.77,1
5631,King's Landing,1,2014-01-07,2014-02-26,100.0,1.97,1
5632,Astapor,1,2014-01-05,2014-05-23,50.0,5.63,4
5633,Astapor,3,2014-01-11,2014-05-20,42.9,3.65,4
5634,Winterfell,0,2014-01-11,2014-04-06,0.0,2.55,2
5635,Winterfell,6,2014-01-25,2014-06-07,20.0,1.49,4
5636,Astapor,1,2014-01-11,2014-01-12,0.0,2.97,0
5637,Astapor,1,2014-01-19,2014-05-11,50.0,7.05,3
5638,King's Landing,9,2014-01-17,2014-06-17,81.0,5.93,4
5639,Astapor,17,2014-01-09,2014-01-15,70.6,1.95,0
5640,Winterfell,1,2014-01-18,2014-01-19,0.0,15.05,0
5641,Winterfell,0,2014-01-22,2014-06-27,100.0,2.42,5
5642,Astapor,1,2014-01-26,2014-01-26,0.0,4.46,0
5643,King's Landing,2,2014-01-24,2014-03-13,100.0,11.89,1
5644,Astapor,1,2014-01-26,2014-01-26,0.0,20.8,0
5645,Winterfell,0,2014-01-12,2014-06-27,100.0,4.0,5
5646,Winterfell,1,2014-01-05,2014-01-06,0.0,19.25,0
5647,Astapor,0,2014-01-26,2014-05-16,66.7,10.02,3
5648,Astapor,4,2014-01-14,2014-05-28,66.7,3.27,4
5649,King's Landing,0,2014-01-08,2014-06-28,100.0,1.96,5
5650,Winterfell,3,2014-01-21,2014-02-09,33.3,1.88,0
5651,Winterfell,0,2014-01-07,2014-03-25,100.0,5.6,2
5652,Winterfell,1,2014-01-25,2014-01-25,0.0,4.89,0
5653,Winterfell,6,2014-01-04,2014-05-11,54.5,3.69,4
5654,Astapor,0,2014-01-31,2014-06-05,100.0,4.17,4
5655,Astapor,2,2014-01-09,2014-01-25,50.0,7.47,0
5656,Astapor,2,2014-01-28,2014-01-29,100.0,3.68,0
5657,Astapor,5,2014-01-26,2014-06-22,39.1,4.13,4
5658,King's Landing,2,2014-01-30,2014-01-31,100.0,9.59,0
5659,Winterfell,4,2014-01-10,2014-06-28,42.9,2.24,5
5660,Astapor,0,2014-01-21,2014-03-20,33.3,2.5,1
5661,Winterfell,3,2014-01-25,2014-01-26,0.0,0.39,0
5662,Astapor,5,2014-01-24,2014-07-01,36.7,1.56,5
5663,Winterfell,1,2014-01-05,2014-06-30,35.3,3.53,5
5664,Winterfell,4,2014-01-03,2014-06-20,50.0,4.9,5
5665,Winterfell,1,2014-01-18,2014-01-25,0.0,4.97,0
5666,Astapor,0,2014-01-20,2014-05-25,0.0,8.05,4
5667,Winterfell,11,2014-01-04,2014-06-30,90.6,2.04,5
5668,Winterfell,1,2014-01-15,2014-05-10,45.5,2.06,3
5669,Astapor,3,2014-01-21,2014-03-25,80.0,18.13,2
5670,Winterfell,6,2014-01-09,2014-01-11,100.0,3.46,0
5671,Astapor,1,2014-01-13,2014-04-21,100.0,2.59,3
5672,Winterfell,3,2014-01-21,2014-05-31,61.3,2.68,4
5673,Winterfell,0,2014-01-09,2014-03-07,100.0,1.07,1
5674,Winterfell,1,2014-01-28,2014-02-19,100.0,17.9,0
5675,King's Landing,0,2014-01-22,2014-02-24,100.0,13.63,1
5676,Astapor,0,2014-01-29,2014-05-23,100.0,19.91,3
5677,Astapor,4,2014-01-30,2014-06-02,75.0,4.93,4
5678,Astapor,1,2014-01-27,2014-02-12,100.0,1.64,0
5679,Astapor,2,2014-01-09,2014-01-10,100.0,2.16,0
5680,King's Landing,1,2014-01-23,2014-06-13,75.0,3.04,4
5681,Astapor,1,2014-01-24,2014-01-26,0.0,4.43,0
5682,King's Landing,1,2014-01-31,2014-06-21,60.0,6.81,4
5683,King's Landing,1,2014-01-19,2014-06-21,33.3,3.35,5
5684,Astapor,2,2014-01-19,2014-02-26,100.0,1.46,1
5685,Winterfell,7,2014-01-11,2014-06-12,76.2,2.46,4
5686,Winterfell,4,2014-01-06,2014-01-26,0.0,1.8,0
5687,Winterfell,3,2014-01-01,2014-06-28,61.5,4.91,5
5688,King's Landing,2,2014-01-11,2014-01-12,0.0,1.74,0
5689,King's Landing,14,2014-01-11,2014-06-30,56.4,1.89,5
5690,Astapor,1,2014-01-17,2014-01-18,0.0,9.87,0
5691,Winterfell,1,2014-01-12,2014-05-25,50.0,11.45,4
5692,Astapor,2,2014-01-18,2014-01-19,0.0,1.82,0
5693,Winterfell,0,2014-01-27,2014-06-27,61.5,2.05,4
5694,Winterfell,2,2014-01-13,2014-06-18,100.0,10.6,5
5695,Winterfell,0,2014-01-22,2014-03-15,100.0,1.66,1
5696,Winterfell,0,2014-01-21,2014-06-24,100.0,9.47,5
5697,King's Landing,2,2014-01-20,2014-06-23,60.0,2.93,5
5698,Astapor,1,2014-01-18,2014-05-18,0.0,6.26,3
5699,Astapor,1,2014-01-07,2014-01-21,100.0,13.07,0
5700,Winterfell,1,2014-01-03,2014-01-04,0.0,0.77,0
5701,Winterfell,3,2014-01-05,2014-06-13,46.2,2.49,5
5702,Astapor,8,2014-01-12,2014-04-22,81.8,1.75,3
5703,Winterfell,4,2014-01-06,2014-06-14,47.6,2.7,5
5704,Astapor,3,2014-01-24,2014-06-24,76.5,2.68,4
5705,Astapor,1,2014-01-23,2014-06-22,66.7,2.06,4
5706,Winterfell,2,2014-01-01,2014-07-01,66.7,3.54,5
5707,Winterfell,1,2014-01-27,2014-06-18,100.0,7.38,4
5708,Astapor,1,2014-01-31,2014-02-01,100.0,3.07,0
5709,Astapor,2,2014-01-02,2014-01-03,100.0,1.86,0
5710,Winterfell,7,2014-01-23,2014-06-23,63.6,4.2,4
5711,Astapor,0,2014-01-22,2014-05-26,33.3,2.5,4
5712,Astapor,1,2014-01-11,2014-01-11,0.0,5.29,0
5713,Astapor,1,2014-01-26,2014-03-06,100.0,5.94,1
5714,King's Landing,3,2014-01-19,2014-04-09,33.3,2.6,2
5715,Astapor,0,2014-01-31,2014-05-03,100.0,3.23,3
5716,Astapor,5,2014-01-10,2014-06-15,27.3,2.76,5
5717,Astapor,0,2014-01-21,2014-04-03,100.0,5.25,2
5718,Winterfell,0,2014-01-10,2014-05-18,0.0,0.0,4
5719,King's Landing,2,2014-01-31,2014-06-13,50.0,5.11,4
5720,Winterfell,0,2014-01-20,2014-05-15,100.0,9.74,3
5721,Winterfell,0,2014-01-18,2014-06-29,50.0,2.01,5
5722,Winterfell,0,2014-01-31,2014-04-05,100.0,2.32,2
